LEVEL_3_CO,ID,LEVEL_NAME,REGION_NAM,CONTINENT,THREEREALM,REALM_LONG,NEOPALEO,AREA_M2,AREA_KM2,PERIMETER,LAT,LONG,X_COORD,Y_COORD,ISISLAND,PALMSR,PalmPresAbs,srtm_alt_mean,srtm_alt_median,srtm_alt_min,srtm_alt_max,alt_min0,alt_range,soilcount,PREC_Sum,PREC_CV,P_drie_quart,Tmean_mean,T_cold_quart,Temp_SD,Tmin_cold_month,GPP_mean,GPP_median,GPP_min,GPP_max,GPP_range,GPP_SD,NPP_mean,NPP_median,NPP_min,NPP_max,NPP_range,NPP_SD,GeologicalOrigin,Geology_3categ,DistToCont_m,DistToCont_km,NearestMainland,ensLGM_Pmean,ensLGM_Tmean,ensLGM_Pano,ensLGM_Tano,ccLGM_Tmean,ccLGM_Pmean,miLGM_Tmean,miLGM_Pmean,ccAnoTmean,ccAnoTmedian,miAnoTmean,miAnoTmedian,ccAnoPmean,ccAnoPmedian,miAnoPmean,miAnoPmedian,PLIO_PREC_30s,PLIO_TEMP_30s,PLIO_P_ANOM,PLIO_T_ANOM,Plio_Wmm_mean,Plio_Cmm_mean,Mio_Prec_Mean,Mio_Temp_Mean,VelocityMean,VelocityMedian,VelocityMeanLog,CH_Extent,CH_Mean,CH_Range,CH_CV,CH_Min,CH_Max,CH_Median,CH_SD,CH_Majority,CH_Sum,CH_Variety,CH_PercCover,CH_PercQuart4
ATP,23,Antipodean Is.,New Zealand,AUSTRALASIA,OWEast,Oceania,Old World,860933534.2,860.9335342,306091.9784,-50.99223872,167.9267404,16204264.33,-5693327.022,1,0,0,188.6619,167,-5,583,0,583,1,1488.0623,8.8325,343.6242,65.59229167,40.3277,1977.3077,9.6723,10701.1,12662,0,21151,21151,7220.02,10241.1,10332,1406,14340,12934,2587.91,volcanic,volcanic,1957657.881,1957.657881,VIC,1277.2065,36.6397,168.5577,30.9647,20.531,1168.5923,52.5727,1394.8136,46.6138,47,16.6484,18,288.3686,285,32.3956,22,3671.67,97.1982,-2203.83,-32.45,0,0,0,0,1.294056594,1.294056594,0.111940497,1,,,,,,,,,,,,
AUT,24,Austria,Middle Europe,EUROPE,OWWest,Palearctic,Old World,84132753816,84132.75382,2100960.509,47.59204794,14.13051682,1362618.698,5409292.529,0,0,0,942.066,752,108,3547,108,3439,14,1044.1601,30.6131,180.5518,57.57119167,-31.9492,6839.6504,-76.075,9798.46,10754,0,17849,17849,3366.49,5795.78,6150,25,10533,10508,1545.36,mainland,mainland,,,,1070.3563,-16.8469,-26.2859,74.4621,-56.5831,1066.7721,23.3598,1074.6887,114.1878,116,34.1177,36,-22.5542,-18,-29.6749,12,2839.32,101.163,-1795.03,-43.5678,18.9875,2.38,3.774,19.652,4.737135158,2.52174139,0.496847384,1,25.3396,65,0.298187027,1,66,25,7.55594,26,6780400,56,0.623463075,0.421661987
AZO,25,Azores,Macaronesia,AFRICA,OWEast,Palearctic,Old World,2102121613,2102.121613,461577.1236,38.2706244,-27.06916208,-2610507.75,4534282.039,1,0,0,331.0159,296,1,2260,1,2259,1,1116.9448,39.2842,131.3934,157.8180333,124.6453,2928.6841,97.7882,22887.1,25041,0,33313,33313,10834.2,16057,17586,1568,20012,18444,3741.99,volcanic,volcanic,1508786.065,1508.786065,POR,1261.8956,128.1486,-151.8448,30.8696,109.3763,1807.1005,147.2411,718.2958,49.2895,48,12.7504,12,-704.8345,-623,399.3024,399,1901.32,187.489,-769.729,-29.8888,22.43,15.25,0,0,0.779251655,0.684645653,-0.170694255,1,,,,,,,,,,,,
BAH,26,Bahamas,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,12812504823,12812.50482,3143053.264,24.1666829,-76.5004385,-7379381.122,2991044.931,1,8,1,5.6312,5,-9,51,0,51,2,1043.1108,54.7133,113.3606,251.600275,220.4866,2331.9294,181.7657,15300.2,13882,0,40047,40047,13639.8,12389.4,12168,1069,21158,20089,5647,atoll,atoll,101414.353,101.414353,FLA,798.149,227.6978,242.0049,23.884,229.0192,827.7239,226.775,769.6797,22.2591,20,25.0843,25,211.4264,190,272.3766,261,3273.22,288.577,-2248.84,-36.9968,0,0,0,0,10.21291001,9.97500658,1.006354645,1,16.0766,50,0.462419293,1,51,15,7.43413,15,175074,31,0.224166324,0.03161795
BAL,27,Baleares,Southwestern Europe,EUROPE,OWWest,Palearctic,Old World,5101606320,5101.60632,568737.1564,39.55938907,2.900068554,279543.8745,4663445.719,1,1,1,136.2481,93,-9,1212,0,1212,3,587.5293,48.6946,50.5468,162.0914417,102.7507,5108.7637,62.6722,13892,13239,0,34365,34365,5418.92,9895.35,9233,1190,21548,20358,2830.64,continental,continental,97180.71312,97.18071312,SPA,691.1954,135.9776,-105.8708,26.5214,131.8925,648.0154,140.4062,735.6234,30.5575,31,21.9826,22,-61.8455,-57,-150.8802,-156,688.332,191.71,-100.25,-29.7813,0,0,0,0,2.839018193,3.091536999,0.397948258,1,12.6897,8,0.227742185,6,14,14,2.88998,14,1104,3,0.003817296,
BAN,28,Bangladesh,Indian Subcontinent,ASIA-TROPICAL,OWEast,IndoMalay,Old World,1.38821E+11,138820.8579,5332258.447,23.8330072,90.27092576,8710329.06,2953758.353,0,27,1,28.5803,13,-12,936,0,936,7,2224.9278,91.387,34.0618,255.0166167,198.5226,3605.0608,120.984,12120.7,11669,0,31636,31636,5673.3,5894.06,5594,0,14486,14486,1884.82,mainland,mainland,,,,2134.7151,232.9697,96.2046,22.2841,229.553,1842.8392,236.8778,2426.9172,25.6735,26,18.407,18,375.0092,328,-178.3728,39,4801.87,256.326,-2598.85,-0.7479,33.4177,15.7423,6.984,21.275,8.454035763,8.701183796,0.897372943,1,20.1772,51,0.339255199,1,52,23,6.84522,24,1238110,35,0.116903381,0.059865306
BEN,29,Benin,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,1.16173E+11,116173.2028,1991377.562,9.647649967,2.343262705,226035.1343,1223871.065,0,15,1,267.2631,284,-6,667,0,667,11,1062.9793,91.2453,14.4188,271.7743083,252.1247,1676.9091,184.7247,11113.4,11342,0,31205,31205,3955.64,4939.25,5030,0,14316,14316,1919.98,mainland,mainland,,,,1334.3163,246.0522,-270.9685,25.7643,237.7482,1027.6685,254.8461,1641.5099,34.0639,34,16.9575,17,35.3395,30,-577.5857,-507,4221.46,305.481,-3156.8,-33.6735,32.598,27.125,5.86133,26.9767,6.214145117,6.415551662,0.778409877,1,3.68083,23,0.695940861,1,24,3,2.56164,3,55183,15,0.036711446,0.000156719
BER,30,Bermuda,Caribbean,SOUTHERN AMERICA,NewWorld,Nearctic,New World,40249936.66,40.24993666,74531.07486,32.31349498,-64.75637722,-6248104.038,3912245.234,1,1,1,15.7955,10,-4,44,0,44,1,1479.5455,13.1818,318.5682,215.3901417,172.1591,3630.3408,144.1818,6391.93,0,0,33735,33735,9213.99,10978.2,10871,5008,19156,14148,2979.78,atoll,atoll,1042183.654,1042.183654,MAS,1544.035,201.7895,-63.7727,13.7273,207.6491,2026.1404,196.6491,1067.9824,7.7273,8,18.5,18,-541.7727,-541,416.5,411,5292.24,255,-3811.57,-39.587,0,0,0,0,4.6645751,4.6645751,0.66881209,1,,,,,,,,,,,,
BGM,31,Belgium,Middle Europe,EUROPE,OWWest,Palearctic,Old World,33224270997,33224.271,1170631.595,50.57627774,4.773168951,461040.7643,5660797.33,0,0,0,169.5271,107,-99,692,0,692,11,858.8261,11.5054,185.2711,93.81525,22.7026,5546.5977,-8.5178,9701.4,10393,0,18335,18335,3955.04,6128.38,6050,634,10414,9780,719.008,mainland,mainland,,,,882.3802,-8.0747,-23.6544,101.926,-55.4172,867.2768,39.7768,897.8952,149.2666,151,54.0773,55,-8.5606,-15,-39.1613,-34,3303.91,124.2,-2445.12,-30.3469,19.67,6.09,2.632,16.684,24.70274237,22.38948631,1.319620681,1,27.0373,54,0.170309165,5,59,27,4.6047,26,1237660,25,0.254477936,0.237972671
BIS,32,Bismarck Archipelago,Papuasia,ASIA-TROPICAL,OWEast,Australasia,Old World,48922690771,48922.69077,3491847.168,-4.936891376,150.6265362,14533423.54,-628731.5466,1,23,1,409.8501,276,-35,2153,0,2153,5,3426.9629,26.1429,634.7924,246.50265,239.9489,431.2138,204.9019,25790.2,26386,0,38596,38596,7230.24,10776.4,10331,138,18474,18336,3179.71,mixed,volcanic,754253.13,754.25313,QLD,3238.0623,228.037,190.1968,19.5693,224.3276,2901.8838,232.1048,3574.6309,23.1967,24,15.6919,16,520.0878,503,-136.6423,-13,8892.23,308.377,-5505.96,-61.8162,30.4133,29.2033,8.584,29.9846,1.095699467,0.659174591,-0.109283188,1,23.1695,39,0.151058935,2,41,23,3.49996,24,2136410,36,0.541679884,0.334613984
BKN,33,Burkina,West Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,2.72332E+11,272332.4047,2957035.098,12.27793715,-1.739835211,-168178.3106,1553710.855,0,5,1,299.6902,296,144,709,144,565,10,763.9194,115.0352,3.5336,280.6313833,256.1678,2203.4683,167.2738,5183.22,4975,0,18704,18704,3079.78,1851.89,1573,0,7836,7836,1510.37,mainland,mainland,,,,1014.2462,257.9538,-250.422,22.7193,250.9824,762.0588,265.4167,1266.799,29.6918,30,15.2537,15,1.7659,9,-502.9427,-414,2656.88,320.492,-1892.86,-39.8219,34.6952,27.0005,5.50264,27.6421,7.148215608,7.331679821,0.846630509,1,2.03509,3,0.363965721,1,4,2,0.740703,2,21403,4,0.01089305,
BLR,34,Belarus,Eastern Europe,EUROPE,OWWest,Palearctic,Old World,2.07723E+11,207723.4342,2906047.013,53.54021951,28.04696448,2705287.743,5892297.254,0,0,0,159.9655,155,10,348,10,338,9,624.7288,32.1211,100.2216,62.12733333,-53.4071,8787.6924,-97.7095,8749.4,8512,0,15046,15046,1814.56,4896.21,4821,434,9405,8971,620.299,mainland,mainland,,,,514.7144,-79.7273,110.0134,141.8963,-90.6827,626.2313,-68.2774,403.6989,152.8491,153,130.4469,125,-1.5074,0,221.0476,239,2877.84,95.2712,-2253.12,-33.0948,20.3614,-0.465172,3.03576,12.4321,48.73193235,49.09133148,1.681574473,1,16.9665,41,0.208800283,1,42,16,3.54261,16,7004460,38,0.343692505,0.027242984
BLT,35,Baltic States,Eastern Europe,EUROPE,OWWest,Palearctic,Old World,1.89208E+11,189207.5934,4232151.408,56.6717856,24.50202417,2361291.5,6120335.191,0,0,0,81.6471,75,-10,290,0,290,12,657.4235,30.0002,101.0644,57.87454167,-47.1775,8134.9048,-85.3279,8967.62,9355,0,18432,18432,2217.17,5057.57,5004,477,11375,10898,784.451,mainland,mainland,,,,600.4034,-159.7209,56.2635,217.3266,-165.4753,597.6797,-153.4692,603.6201,223.0054,218,211.117,213,58.4535,56,53.6061,60,2758.83,86.3574,-2103.84,-28.3873,17.6303,-0.687742,2.84956,10.8619,71.07965118,70.84912109,1.839522735,1,18.9449,58,0.255693089,1,59,19,4.84408,16,12729300,43,0.568100074,0.137664556
BLZ,36,Belize,Central America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,22143246350,22143.24635,1061044.935,17.21852829,-88.68278545,-8556716.839,2164161.333,0,38,1,162.8661,39,-6,1072,0,1072,6,2049.5714,53.4743,173.8355,248.1384,225.9991,1571.2899,179.3671,24370.1,27691,0,38790,38790,7681.85,10956.5,11473,745,19563,18818,2002.33,mainland,mainland,,,,2314.2791,226.9743,-272.287,21.4056,223.5049,3072.6086,230.9497,1556.7451,24.8836,26,17.3826,18,-1032.9668,-1018,488.7115,442,463.832,315.799,1593.9,-67.7538,34.315,27.22,0,0,4.246077723,4.081520081,0.562318917,1,20.5542,49,0.348333674,3,52,20,7.15972,23,1338900,42,0.811592036,0.333146445
BOL,37,Bolivia,Western South America,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.08653E+12,1086526.425,5782400.312,-16.71510989,-64.67054847,-6240407.203,-2094955.191,0,78,1,1289.5878,330,73,6204,73,6131,17,1149.4767,75.7812,80.6597,204.1818083,174.8749,1976.5109,94.7303,14557.6,14683,0,33187,33187,8438.04,5573.74,4586,0,21297,21297,3759.88,mainland,mainland,,,,1143.625,173.3208,5.9013,30.9123,174.8228,1126.4164,172.3189,1161.4141,29.4091,28,31.9148,32,23.1308,10,-11.8908,24,4139.98,229.788,-2990.49,-25.5539,26.1704,17.3119,3.38488,23.6083,7.110888785,8.057277203,0.667919138,1,17.5065,51,0.454722532,1,52,19,7.9606,19,27826800,52,0.404208085,0.091263417
BOR,38,Borneo,Malesia,ASIA-TROPICAL,OWEast,IndoMalay,Old World,7.4017E+11,740170.3557,8409117.137,0.867901314,114.2000407,11018599.57,110314.8227,1,275,1,250.964,91,-21,3920,0,3920,12,3011.2395,22.4148,542.6224,255.4750167,251.3173,293.2633,213.1612,25937.5,26327,0,43119,43119,4552.83,10057.7,10056,0,21853,21853,2399.37,continental,continental,143402.1405,143.4021405,MLY,2398.5601,228.6644,610.3823,26.9242,231.0682,2102.2104,226.7475,2695.3567,24.5043,24,28.8512,29,908.2636,906,311.952,404,8838.6,289.463,-5825.46,-33.9082,29.1713,27.8727,5.87017,27.4507,5.415152421,4.41748333,0.566182782,1,17.9902,52,0.454834299,1,53,18,8.18256,21,42450500,53,0.918963442,0.259429924
BOT,39,Botswana,Southern Africa,AFRICA,OWWest,Afrotropics,Old World,5.78326E+11,578326.4423,3671454.911,-22.18204202,23.8150775,2298318.81,-2755904.369,0,1,1,1034.5273,1023,515,1490,515,975,14,394.0371,91.4986,3.7219,208.1206917,146.4738,4307.9102,42.3307,6901.71,6805,0,27332,27332,2336.4,3946.02,3874,761,13436,12675,1273.42,mainland,mainland,,,,385.2087,179.0134,8.8438,29.1469,175.4806,413.0925,183.0353,357.8329,32.6784,32,25.1281,24,-19.0204,-13,36.2186,32,1975.79,254.228,-1581.77,-46.0697,30.2808,17.571,2.48348,24.2116,11.12066594,11.7110548,1.029214161,1,2.80454,30,0.832489464,1,31,2,2.33475,1,11866,14,0.001957328,1.38785E-06
BOU,40,Bouvet I.,Subantarctic Islands,ANTARCTIC,OWEast,Antarctica,Old World,58262368.95,58.26236895,32611.72862,-54.42178759,3.412458431,329255.8428,-5962525.056,1,0,0,162.4894,0,-2,662,0,662,1,3228.1169,27.2128,536.2659,64.17111667,38.9468,1852.5106,16.1489,0,0,0,0,0,0,,,,,,,volcanic,volcanic,2332288.379,2332.288379,CPP,2910.6311,21.9344,311.4893,43.2021,0.5574,2866.2622,42.5574,2959.8115,64.2021,65,24.8442,22,357.7553,349,246.7403,271,2911.03,38,319.793,26.1087,0,0,0,0,,,,1,,,,,,,,,,,,
BRC,41,British Columbia,Western Canada,NORTHERN AMERICA,NewWorld,Nearctic,New World,9.46776E+11,946776.2421,17080264.61,54.75407132,-124.7569631,-12018378.27,5956874.695,0,0,0,1111.0458,1087,-136,3787,0,3787,13,766.2497,33.2815,113.9714,6.494166667,-105.1585,8605.6094,-165.8638,5716.94,6278,0,22621,22621,3219.87,3604.47,3976,0,14671,14671,1672.17,mainland,mainland,,,,515.7152,-100.0606,257.2086,107.1687,-64.4755,523.1971,-135.1753,508.5106,71.4763,77,142.4838,144,249.5611,221,264.6583,247,3800.57,33.4966,-3029.74,-26.7585,15.0984,-7.94761,6.50895,8.25188,6.934919298,3.681702375,0.623083823,1,26.4529,63,0.362597674,1,64,27,9.59176,31,96864600,64,0.648704285,0.427957965
BRY,42,Buryatiya,Siberia,ASIA-TEMPERATE,OWEast,Palearctic,Old World,3.52355E+11,352355.1502,5080772.878,53.55446059,109.5025411,10553901.56,5887742.51,0,0,0,1146.1461,1087,362,3350,362,2988,16,434.2236,91.6928,21.0806,-55.61019167,-250.7548,14575.3711,-331.3476,4774.77,4707,0,12491,12491,2474.1,2962.42,3068,144,7650,7506,1156.54,mainland,mainland,,,,280.7807,-104.3096,153.4477,48.7397,-91.6045,286.1504,-116.491,275.8755,36.0418,34,60.8983,62,148.0569,141,158.4456,146,2415.25,-7.18404,-1981.02,-48.3893,17.8182,-18.4853,2.44574,-1.60994,3.758683647,2.518897653,0.444635245,1,14.3911,65,0.343200311,1,66,14,4.93903,15,9843670,46,0.335487969,0.015771559
BUL,43,Bulgaria,Southeastern Europe,EUROPE,OWWest,Palearctic,Old World,1.11006E+11,111005.8379,1958293.944,42.76135719,25.23137469,2434160.979,4971812.395,0,0,0,470.299,299,-7,2738,0,2738,11,609.4305,22.7989,117.9538,102.121925,4.3021,7466.2524,-42.7839,9884.87,9619,0,20168,20168,2383.45,5387.58,5369,660,11476,10816,777.246,mainland,mainland,,,,558.9788,40.4257,50.4015,61.7403,26.3193,603.0981,55.0415,515.3157,75.8486,77,47.1621,47,6.2897,7,93.9073,102,1279.21,155.225,-669.785,-53.0635,27.5433,5.63417,1.37625,18.2013,6.244427498,4.945641518,0.653911841,1,25.4897,36,0.133617108,1,37,26,3.40586,28,2759330,34,0.207857067,0.173700329
BUR,44,Burundi,West-Central Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,27182250273,27182.25027,890548.0514,-3.356297118,29.88682139,2883672.738,-427886.1684,0,5,1,1501.7727,1549,546,2638,546,2092,8,1192.3562,63.25,29.8631,197.2984417,190.9858,520.9893,123.4239,15242.6,15779,0,32090,32090,5605.25,9834.47,9567,1227,17358,16131,1838.9,mainland,mainland,,,,787.056,176.2585,405.3903,21.052,172.9982,690.4009,179.9201,884.5208,24.2704,25,17.3319,18,502.1855,496,308.5094,304,5067.78,216.722,-3875.49,-19.3604,21.32,19.7133,5.137,21.7,1.747352579,1.652285457,0.178601462,1,15.2743,35,0.498529556,1,36,16,7.61469,15,73851,30,0.051225817,0.010785498
BZC,45,Brazil West-Central,Brazil,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.60804E+12,1608041.743,7442106.673,-15.29798685,-54.29443591,-5239575.512,-1917581.624,0,50,1,398.0959,354,69,1617,69,1548,15,1654.7301,70.003,55.0556,244.6670333,225.7932,1251.6794,146.1126,15131.6,12594,0,38433,38433,6107.76,5186.43,4805,0,20188,20188,2140.67,mainland,mainland,,,,1451.2136,215.5218,203.539,29.1904,214.3091,1504.6877,217.2394,1398.271,30.4026,31,27.478,27,150.0954,139,256.474,267,3666.94,294.28,-2012.22,-49.5672,33.207,24.9395,3.89658,28.7938,6.819059622,6.138509274,0.791270333,1,16.0749,51,0.279833156,1,52,16,4.49829,15,19514000,48,0.209899662,0.013299201
BZE,46,Brazil Northeast,Brazil,SOUTHERN AMERICA,NewWorld,Neotropics,New World,1.54435E+12,1544347.476,8718664.416,-8.635173197,-41.72952595,-4026549.239,-1090987.589,0,77,1,375.1384,358,-17,1876,0,1876,17,1008.9169,79.1129,43.0435,248.3979917,234.2543,1025.63,174.4393,13389.8,11942,0,43629,43629,5695.18,5329.13,4626,0,23077,23077,3145.17,mainland,mainland,,,,957.2754,215.9462,53.0408,32.5116,212.93,1076.2515,219.4669,838.8037,35.529,34,28.9788,29,-65.4336,30,170.981,140,966.091,301.449,43.0822,-53.0349,31.4057,26.1457,1.82474,29.6207,5.717717937,5.124738216,0.703009699,1,14.0524,51,0.392550739,1,52,13,5.51628,12,6785270,47,0.089053627,0.006971323
BZL,47,Brazil Southeast,Brazil,SOUTHERN AMERICA,NewWorld,Neotropics,New World,9.24178E+11,924177.7258,5700959.836,-19.72534419,-45.48097446,-4386520.132,-2461682.954,0,65,1,646.4495,650,-155,2703,0,2703,12,1284.4091,73.2432,66.4751,215.31255,187.8247,1897.6797,115.0789,14143.4,13012,0,39359,39359,5608.95,7104.79,6844,0,21124,21124,2929.43,mainland,mainland,,,,1314.9072,179.4572,-29.8317,35.917,173.6142,1277.8824,185.79,1352.382,41.76,38,29.5753,30,7.2525,89,-67.1759,-54,3369.94,235.435,-2085.38,-20.1008,26.7428,18.4911,4.66351,23.8802,4.846601088,4.456301451,0.624692885,1,20.0023,51,0.298831634,1,52,19,5.97732,18,4668690,41,0.068642144,0.024585926
BZN,48,Brazil North,Brazil,SOUTHERN AMERICA,NewWorld,Neotropics,New World,3.83265E+12,3832654.093,20483318.77,-4.63062382,-59.25073898,-5716995.352,-585822.5237,0,142,1,169.0724,139,-9,2521,0,2521,15,2246.9109,53.5159,207.3689,259.9939667,253.9615,462.2857,195.8074,23706,25523,0,39145,39145,5486.71,8662.3,9168,0,19146,19146,1951.19,mainland,mainland,,,,1440.0931,239.7261,807.0668,20.3135,238.4592,1580.3973,241.4919,1300.2789,21.5858,21,18.5361,21,666.4205,560,947.3301,1028,3127.31,318.624,-881.415,-58.5936,34.921,29.059,4.19649,30.2378,6.469457184,6.596806526,0.774203275,1,17.3043,51,0.26277457,1,52,17,4.54713,18,188750000,52,0.816585191,0.086845789
BZS,49,Brazil South,Brazil,SOUTHERN AMERICA,NewWorld,Neotropics,New World,5.6466E+11,564660.1188,5334597.795,-27.56813717,-52.26178711,-5040983.085,-3376062.25,0,23,1,472.1819,427,-9,1768,0,1768,15,1577.7593,18.3587,323.6105,185.006575,143.5895,3200.6411,84.183,17830.9,16559,0,36274,36274,6509.25,9760.28,9170,126,21393,21267,3285.86,mainland,mainland,,,,1323.6235,157.2038,254.0367,27.8699,155.8563,1314.1278,159.0616,1333.6473,29.2249,29,26.0118,26,263.3349,251,244.1818,317,3371.6,210.202,-1794.82,-25.1843,25.971,13.8283,2.37233,25.9874,4.519638553,3.926886916,0.601783539,1,23.4013,51,0.250127984,1,52,24,5.85332,27,12206300,41,0.236725923,0.147131972
CAB,50,Cabinda,West-Central Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,6981700877,6981.700877,478004.5135,-5.041229577,12.46228731,1202446.623,-642282.6399,0,11,1,147.9074,103,-8,838,0,838,5,1075.2412,81.0192,2.0132,247.1266833,218.7115,1836.748,174.9837,19990.3,21819,0,28550,28550,5366.18,9717.6,10491,1192,13021,11829,2058.97,mainland,mainland,,,,920.9532,225.0621,153.3233,22.125,222.8459,920.3995,227.8914,922.4615,24.3098,24,19.2091,19,154.2441,147,152.5245,151,5284.31,309.895,-4208.98,-62.746,30.97,27.04,0,0,3.436947986,3.860444069,0.490943058,1,17.7889,48,0.445082608,1,49,19,7.91753,20,340516,41,0.788158274,0.189360563
CAF,51,Central African Republic,West-Central Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,6.18575E+11,618575.288,4669582.404,6.571453422,20.48278081,1975999.955,835549.46,0,20,1,599.0963,588,327,1360,327,1033,11,1367.7963,76.4573,37.0247,248.9581833,236.5965,1114.2441,148.0143,16428.2,15594,0,31592,31592,5382.62,6444.24,6276,0,13991,13991,2521.61,mainland,mainland,,,,1131.9376,226.2045,235.8503,22.7952,219.0025,535.2441,233.9002,1729.1261,29.9949,29,15.0951,16,832.5366,908,-361.3461,-404,5277.28,282.112,-3909.4,-33.1141,29.1951,25.9649,6.09558,26.4623,5.387122248,5.10672164,0.700220741,1,18.2812,35,0.197721156,1,36,18,3.61458,18,4165090,35,0.105557872,0.007855892
CAL,52,California,Southwestern U.S.A.,NORTHERN AMERICA,NewWorld,Nearctic,New World,4.07748E+11,407748.2326,4249765.684,37.23999046,-119.5874549,-11531954.2,4417285.154,0,1,1,865.8137,715,-105,4239,0,4239,10,543.4177,70.028,20.3647,136.2450667,60.5611,6283.4893,-6.4458,6621.47,6393,0,34886,34886,5194.1,3978.64,3903,45,23173,23128,2550.8,mainland,mainland,,,,989.4715,100.9796,-446.2462,35.3242,97.5632,788.8156,104.8918,1190.4128,38.7392,36,31.4143,31,-245.7051,-204,-646.8975,-545,1777.01,162.879,-1234.22,-26.5743,28.8827,4.97275,1.33346,18.8881,2.915531256,1.866845429,0.27662143,1,31.7747,57,0.22791655,1,58,33,7.24198,37,11797600,55,0.210031791,0.185575128
CAY,53,Cayman Is.,Caribbean,SOUTHERN AMERICA,NewWorld,Neotropics,New World,306409074.8,306.4090748,145045.0381,19.431525,-80.82909683,-7798966.286,2432859.226,1,3,1,8.7019,7,2,44,2,42,1,1339.2019,57.028,105.2205,263.9881,245.4006,1345.7795,202.559,22528.3,25156,0,40726,40726,15943.1,15877.7,19129,1373,20524,19151,5094.62,atoll,atoll,501995.0554,501.9950554,HON,1233.8762,239.3317,98.9099,24.7236,247.1807,1394.5817,232.1089,1077.495,16.7236,17,32.0043,32,-61.9752,-120,257.6766,255,2777.18,298.523,-1454.34,-34.3028,0,0,0,0,9.54741478,9.54741478,0.968914101,1,,,,,,,,,,,,
CBD,54,Cambodia,Indo-China,ASIA-TROPICAL,OWEast,IndoMalay,Old World,1.82008E+11,182007.9944,2605632.108,12.71402994,104.9212396,10123379.77,1608336.662,0,31,1,125.7682,73,-9,1740,0,1740,8,1778.8338,78.9617,35.7196,267.232125,248.4871,1342.3151,189.1726,19711,18528,0,36708,36708,8188.01,8671.31,8093,266,17033,16767,2668.84,mainland,mainland,,,,1449.3136,251.4845,331.3911,15.8177,253.0989,1761.4932,250.379,1137.5511,14.2224,15,16.8943,16,19.3808,31,642.1767,618,4225.19,289.231,-2445.12,-21.9477,33.2635,24.2247,3.47245,28.6859,4.322091422,4.849034309,0.535692897,1,18.1,34,0.354244199,1,35,17,6.41182,16,4872550,35,0.416536693,0.118427812
CGS,55,Chagos Archipelago,Western Indian Ocean,AFRICA,OWEast,IndoMalay,Old World,104451174.7,104.4511747,157412.0013,-7.081251358,72.28982913,6974947.887,-901014.7046,1,0,0,2.2941,2,-2,10,0,10,1,2484.0589,26.4118,427.8824,273.2336583,264.3529,627.8823,239.3922,3999.99,0,0,38163,38163,8265.58,9137,9283,1245,17700,16455,3780.68,atoll,atoll,1777956.518,1777.956518,IND,2786.397,254.9389,-315.0588,18.8431,255.458,2800.6641,254.771,2775.7175,18.0196,18,18.9259,19,-329.5686,-340,-300.8148,-304,6210.18,297.75,-3608.07,-24.2791,0,0,0,0,8.809523582,8.809523582,0.944952422,1,,,,,,,,,,,,
CHA,56,Chad,Northeast Tropical Africa,AFRICA,OWWest,Afrotropics,Old World,1.27186E+12,1271861.399,5726794.898,15.3611457,18.66460339,1800414.64,1924041.121,0,5,1,520.4478,422,161,3402,161,3241,18,315.2694,141.4725,0.1647,269.2257917,219.4226,3651.8545,126.3779,2142.34,0,0,19836,19836,3083.84,1252.7,1010,0,5891,5891,1002.57,mainland,mainland,,,,383.9903,243.3946,-68.7486,25.8704,232.489,319.9194,254.7953,448.5001,36.7734,38,14.477,18,-4.6687,-20,-133.2652,-56,1406.38,318.677,-1091.06,-49.4071,34.3037,22.9213,4.11922,26.67,8.239687104,9.203670502,0.85024335,1,2.82206,16,0.377617769,1,17,3,1.06566,3,201825,8,0.015624481,
CHC,57,China South-Central,China,ASIA-TEMPERATE,OWEast,IndoMalay,Old World,1.30794E+12,1307944.882,9106165.862,28.51736916,104.6408898,10092822.29,3479508.38,0,54,1,1756.6777,1405,-46,6243,0,6243,25,1065.5115,78.1687,50.0197,127.5837583,43.1043,6180.397,-22.3057,10722.8,10183,0,26880,26880,4998.92,6052.79,5565,18,17051,17033,2753.98,mainland,mainland,,,,1219.0316,92.3827,-153.5525,35.2393,84.9727,1204.4199,100.2972,1234.1781,42.6506,43,27.3167,29,-138.9188,-107,-168.6457,-173,4091.08,140.427,-3025.52,-12.7867,23.1972,3.43644,3.34794,14.8318,2.767715359,1.20973897,0.167099643,1,28.9272,65,0.199333499,1,66,28,5.76616,27,57859000,61,0.388385862,0.351647498
